date,SPY,IEF,BTC-USD,ETH-USD,PSP,REET,WTMF,FMF,COMT,GLD
2019-12-01,296.9443664550781,98.890869140625,7193.59912109375,129.61085510253906,46.01296615600586,22.97457695007324,27.74704933166504,37.85999298095703,18.72132682800293,142.89999389648438
2020-01-01,298.2837829589844,102.61026000976562,9350.529296875,180.16017150878903,47.45640563964844,23.724123001098636,27.12016487121582,38.26350402832031,17.581531524658203,149.3300018310547
2020-02-01,274.6699523925781,105.5075225830078,8599.5087890625,219.8485107421875,42.681148529052734,21.815282821655277,27.150575637817383,37.71012115478516,16.314027786254883,148.3800048828125
2020-03-01,238.96630859375,109.4513931274414,6438.64453125,133.59356689453125,30.09520530700684,16.31885528564453,27.561147689819336,38.96862030029297,13.113136291503906,148.0500030517578
2020-04-01,270.894775390625,109.7536392211914,8658.5537109375,207.60205078125,35.33454895019531,17.613462448120117,27.15818214416504,38.79010391235352,12.87949275970459,158.8000030517578
2020-05-01,283.8016357421875,110.12774658203124,9461.05859375,230.9757080078125,38.22831726074219,17.743227005004883,26.67918968200684,39.45058822631836,13.679716110229492,162.91000366210938
2020-06-01,287.56915283203125,110.18045043945312,9137.9931640625,226.31500244140625,39.44675827026367,18.063308715820312,26.610759735107425,39.46844100952149,13.87188720703125,167.3699951171875
2020-07-01,305.8447570800781,111.13240051269533,11323.466796875,345.5546569824219,41.210968017578125,18.80025100708008,26.9757080078125,39.88793563842773,14.573397636413574,185.42999267578125
2020-08-01,327.1916809082031,110.06431579589844,11680.8203125,435.0797424316406,43.67822647094727,19.07069969177246,26.846460342407227,40.08430099487305,15.15165901184082,184.8300018310547
2020-09-01,313.6847839355469,110.43502807617188,10784.4912109375,359.9378662109375,41.90488052368164,18.346603393554688,26.618364334106445,38.87936401367188,14.582158088684082,177.1199951171875
2020-10-01,307.087890625,108.91841888427734,13780.9951171875,386.59033203125,42.03959655761719,17.942733764648438,26.46629905700684,38.2188720703125,14.12363624572754,176.1999969482422
2020-11-01,340.4919128417969,109.2886734008789,19625.8359375,614.842529296875,48.85787963867188,20.231800079345703,27.196199417114254,39.13819122314453,15.11661148071289,166.6699981689453
2020-12-01,351.6077880859375,108.95818328857422,29001.720703125,737.8034057617188,52.52027893066406,21.068187713623047,28.199806213378903,40.4234619140625,15.578055381774902,178.36000061035156
2021-01-01,349.50830078125,107.90560913085938,33114.359375,1314.9862060546875,53.44422912597656,20.98014640808105,28.860424041748047,40.81361770629883,16.14570426940918,172.61000061035156
2021-02-01,359.2265625,105.28620147705078,45137.76953125,1416.0489501953125,55.89327239990234,21.83414459228516,30.082672119140625,41.867000579833984,17.763792037963867,161.80999755859375
2021-03-01,374.3092041015625,102.77981567382812,58918.83203125,1918.362060546875,57.315277099609375,22.432823181152344,29.769474029541016,42.26870346069336,17.5410099029541,159.9600067138672
2021-04-01,395.4048461914063,103.80733489990234,57750.17578125,2773.20703125,62.07347106933594,24.197145462036133,31.09103775024414,43.036415100097656,18.836652755737305,165.66000366210938
2021-05-01,398.0010986328125,104.24530792236328,37332.85546875,2714.9453125,63.225921630859375,24.48150634765625,31.129226684570312,43.795196533203125,19.458091735839844,178.3800048828125
2021-06-01,405.6004028320313,105.30690002441406,35040.8359375,2274.547607421875,60.84153747558594,24.632566452026367,31.64104461669922,43.536319732666016,20.226099014282227,165.6300048828125
2021-07-01,416.8614196777344,107.40536499023438,41626.1953125,2536.2099609375,66.32528686523438,25.844820022583008,31.51118469238281,43.10782241821289,20.431291580200195,169.82000732421875
2021-08-01,429.2671813964844,106.98397064208984,47166.6875,3433.732666015625,67.27218627929688,26.24779891967773,31.78619384765625,42.47402572631836,20.185060501098636,169.69000244140625
2021-09-01,407.9540100097656,105.27144622802734,43790.89453125,3001.678955078125,61.67305374145508,24.546306610107425,31.31256866455078,42.43831634521485,21.01169204711914,164.22000122070312
2021-10-01,437.9761657714844,104.80394744873048,61318.95703125,4288.07421875,67.51921844482422,26.35672950744629,27.714563369750977,42.86680221557617,21.961441040039062,166.64999389648438
2021-11-01,434.4570617675781,105.94722747802734,57005.42578125,4631.47900390625,64.67847442626953,25.960254669189453,30.608444213867188,41.456356048583984,19.99745750427246,165.5
2021-12-01,452.95843505859375,105.2896957397461,46306.4453125,3682.6328125,63.649208068847656,27.58220863342285,31.01982879638672,40.54581451416016,18.103822708129883,170.9600067138672
2022-01-01,430.57623291015625,103.2379913330078,38483.125,2688.27880859375,60.26246643066406,26.105056762695312,30.547182083129883,41.95304107666016,23.19021224975586,168.08999633789062
2022-02-01,417.8668823242188,102.8252944946289,43193.234375,2919.201171875,55.82700347900391,25.457904815673828,30.6171989440918,42.773658752441406,25.213985443115234,178.3800048828125
2022-03-01,432.2318420410156,98.65545654296876,45538.67578125,3281.642822265625,54.974029541015625,26.624608993530277,31.4749698638916,45.032676696777344,27.75756072998047,180.6499938964844
2022-04-01,395.520263671875,94.46275329589844,37714.875,2730.186767578125,48.433841705322266,25.36697578430176,31.116106033325195,47.15336990356445,28.79717254638672,176.91000366210938
2022-05-01,396.4130554199219,95.03831481933594,31792.310546875,1942.3280029296875,49.164432525634766,24.240568161010746,31.212387084960938,47.47608184814453,30.21797180175781,171.13999938964844
2022-06-01,362.1602478027344,94.21461486816406,19784.7265625,1067.298828125,42.20233154296875,22.143444061279297,30.730987548828125,47.51296615600586,28.37439727783203,168.4600067138672
2022-07-01,397.2191467285156,96.9788589477539,23336.896484375,1681.517333984375,47.298641204833984,24.13897132873535,30.205820083618164,45.46779251098633,27.709047317504883,164.10000610351562
2022-08-01,381.0118103027344,93.21955871582033,20049.763671875,1553.6849365234375,43.346221923828125,22.55548667907715,30.275840759277344,46.08559036254883,26.794191360473636,159.27000427246094
2022-09-01,344.3742370605469,88.80353546142578,19431.7890625,1327.9786376953125,36.7443962097168,19.581844329833984,30.13579559326172,47.46870422363281,24.756561279296875,154.6699981689453
2022-10-01,373.8930358886719,87.49698638916016,20495.7734375,1572.7144775390625,39.93458557128906,20.61553192138672,29.383054733276367,47.29351425170898,26.198148727416992,151.91000366210938
2022-11-01,394.6782836914063,90.63925170898438,17168.56640625,1295.6885986328125,44.08987808227539,22.00481986999512,29.774518966674805,44.28753280639648,26.23280334472656,164.80999755859375
2022-12-01,370.2335510253906,89.13159942626953,16547.49609375,1196.771240234375,41.2905158996582,21.174972534179688,28.797555923461918,43.89103317260742,19.537721633911133,169.63999938964844
2023-01-01,395.32366943359375,92.68736267089844,23139.283203125,1586.535400390625,46.801753997802734,23.179651260375977,29.88457679748535,43.568626403808594,25.592321395874023,179.41000366210938
2023-02-01,385.3841247558594,89.46418762207031,23147.353515625,1605.8951416015625,46.49557495117188,22.08873748779297,29.91216087341309,43.679725646972656,24.667299270629883,169.77999877929688
2023-03-01,398.15374755859375,92.80159759521484,28478.484375,1822.0220947265625,44.22109222412109,21.38010597229004,30.859277725219727,43.52234649658203,24.51313018798828,183.22000122070312
2023-04-01,406.0580749511719,93.56421661376952,29268.806640625,1876.92431640625,45.75199508666992,21.86916923522949,31.17191505432129,44.585784912109375,24.150373458862305,184.8000030517578
2023-05-01,407.9324951171875,92.17974090576172,27219.658203125,1874.1304931640625,44.877197265625,21.014684677124023,31.81557846069336,44.902462005615234,22.69028663635254,182.32000732421875
2023-06-01,432.7589111328125,91.0254364013672,30477.251953125,1933.18896484375,46.014434814453125,21.56868934631348,32.174198150634766,44.5299072265625,23.56089782714844,178.27000427246094
2023-07-01,448.5846862792969,90.4290008544922,29230.111328125,1856.162353515625,50.01289367675781,22.4196891784668,32.48683547973633,45.930809020996094,25.78276824951172,182.3500061035156
2023-08-01,441.2942810058594,89.75669860839844,25931.47265625,1645.63916015625,48.03916549682617,21.626405715942383,32.256954193115234,45.79944610595703,25.791837692260746,180.02000427246094
2023-09-01,418.8841857910156,86.93724060058594,26967.916015625,1671.161865234375,46.14582061767578,19.992618560791016,32.37649154663086,45.95895767211914,26.435726165771484,171.4499969482422
2023-10-01,411.2362365722656,85.25646209716797,34667.78125,1816.458984375,43.4013557434082,19.305330276489254,30.868467330932617,45.73394393920898,25.54697799682617,184.08999633789065
2023-11-01,448.8001708984375,89.12423706054688,37712.74609375,2052.55615234375,51.366397857666016,21.351560592651367,32.984649658203125,45.138275146484375,24.6219539642334,188.75
2023-12-01,467.395263671875,92.2238540649414,42265.1875,2281.47119140625,56.17070770263672,23.120500564575195,33.5198974609375,43.59710693359375,22.735631942749023,191.1699981689453
2024-01-01,476.7643737792969,92.8113784790039,42582.60546875,2282.54443359375,56.50698852539063,22.357357025146484,33.64406204223633,45.36873626708984,24.573583602905277,188.4499969482422
2024-02-01,501.6452026367188,90.65611267089844,61198.3828125,3341.919677734375,58.87478256225586,22.4056453704834,35.13034439086914,47.38151931762695,24.42112922668457,189.30999755859372
2024-03-01,516.4453735351562,91.3028335571289,71333.6484375,3647.8564453125,60.30093765258789,22.86920928955078,36.19197463989258,48.24005889892578,25.726511001586918,205.72000122070312
2024-04-01,497.1624450683594,88.42108154296875,60636.85546875,3012.286865234375,58.325077056884766,21.484739303588867,35.29441452026367,47.422889709472656,26.04094696044922,211.8699951171875
2024-05-01,522.3087768554688,90.00843048095703,67491.4140625,3760.026611328125,60.60202407836914,22.4268798828125,35.57429885864258,46.46232604980469,25.764625549316406,215.3000030517578
2024-06-01,538.9970092773438,91.1028823852539,62678.29296875,3432.88916015625,56.31545639038086,22.5822868347168,35.004878997802734,46.74089050292969,26.02189064025879,215.00999450683597
2024-07-01,547.2837524414062,93.73585510253906,64619.25,3231.295654296875,63.65073394775391,24.075559616088867,34.99522399902344,46.8466682434082,25.354907989501957,226.5500030517578
2024-08-01,560.0712890625,95.00067138671876,58969.8984375,2513.393798828125,63.72874450683594,25.410385131835938,34.53196716308594,46.11075592041016,24.783206939697266,231.2899932861328
2024-09-01,570.0867919921875,96.31803131103516,63329.5,2603.062744140625,66.51736450195312,26.004722595214844,34.281036376953125,45.99456024169922,24.687923431396484,243.05999755859372
2024-10-01,566.7326049804688,93.06024932861328,70215.1875,2515.79931640625,66.09481811523438,25.08924865722656,33.856388092041016,45.60393142700195,25.04047203063965,253.50999450683597
2024-11-01,600.52880859375,93.99386596679688,96449.0546875,3705.705322265625,70.3878402709961,25.876052856445312,35.60091018676758,47.37477111816406,24.80226325988769,245.58999633789065
2024-12-01,584.1140747070312,91.5711898803711,93429.203125,3332.53173828125,65.59379577636719,23.574647903442383,34.504432678222656,46.29475784301758,24.1162223815918,242.1300048828125
